team,wins,losses,champion,finals,conference_finals,second_round,playoffs,simulation_date,week_number,games_completed,games_remaining,season_progress
CHO,32.875,49.125,0.0,0.0,0.03125,0.046875,0.203125,2024-10-28,2,41,1279,0.03106060606060606
BRK,28.1875,53.8125,0.0,0.0,0.03125,0.03125,0.09375,2024-10-28,2,41,1279,0.03106060606060606
CHI,35.171875,46.828125,0.0,0.0,0.015625,0.0625,0.296875,2024-10-28,2,41,1279,0.03106060606060606
DET,30.109375,51.890625,0.0,0.0,0.0,0.046875,0.09375,2024-10-28,2,41,1279,0.03106060606060606
POR,29.953125,52.046875,0.0,0.0,0.0,0.046875,0.078125,2024-10-28,2,41,1279,0.03106060606060606
UTA,29.65625,52.34375,0.0,0.0,0.0,0.0,0.046875,2024-10-28,2,41,1279,0.03106060606060606
BOS,58.0,24.0,0.234375,0.375,0.453125,0.703125,1.0,2024-11-04,3,93,1227,0.07045454545454545
OKC,57.421875,24.578125,0.15625,0.328125,0.421875,0.6875,1.0,2024-11-04,3,93,1227,0.07045454545454545
CLE,52.71875,29.28125,0.109375,0.140625,0.265625,0.515625,1.0,2024-11-04,3,93,1227,0.07045454545454545
NYK,50.953125,31.046875,0.078125,0.109375,0.28125,0.59375,0.96875,2024-11-04,3,93,1227,0.07045454545454545
HOU,44.21875,37.78125,0.046875,0.109375,0.203125,0.3125,0.59375,2024-11-04,3,93,1227,0.07045454545454545
IND,40.203125,41.796875,0.046875,0.046875,0.15625,0.375,0.609375,2024-11-04,3,93,1227,0.07045454545454545
MIN,45.421875,36.578125,0.03125,0.109375,0.140625,0.296875,0.703125,2024-11-04,3,93,1227,0.07045454545454545
DAL,48.84375,33.15625,0.03125,0.09375,0.203125,0.5,0.828125,2024-11-04,3,93,1227,0.07045454545454545
MIL,42.328125,39.671875,0.03125,0.09375,0.203125,0.421875,0.734375,2024-11-04,3,93,1227,0.07045454545454545
ORL,44.765625,37.234375,0.03125,0.078125,0.1875,0.421875,0.796875,2024-11-04,3,93,1227,0.07045454545454545
GSW,48.234375,33.765625,0.03125,0.078125,0.15625,0.28125,0.78125,2024-11-04,3,93,1227,0.07045454545454545
PHO,46.796875,35.203125,0.03125,0.0625,0.1875,0.375,0.703125,2024-11-04,3,93,1227,0.07045454545454545
MEM,41.078125,40.921875,0.03125,0.0625,0.125,0.203125,0.40625,2024-11-04,3,93,1227,0.07045454545454545
SAC,43.640625,38.359375,0.015625,0.0625,0.171875,0.28125,0.640625,2024-11-04,3,93,1227,0.07045454545454545
DEN,44.546875,37.453125,0.015625,0.046875,0.15625,0.296875,0.703125,2024-11-04,3,93,1227,0.07045454545454545
PHI,38.21875,43.78125,0.015625,0.03125,0.140625,0.1875,0.5,2024-11-04,3,93,1227,0.07045454545454545
CHI,35.71875,46.28125,0.015625,0.015625,0.046875,0.140625,0.390625,2024-11-04,3,93,1227,0.07045454545454545
BRK,28.5,53.5,0.015625,0.015625,0.03125,0.0625,0.140625,2024-11-04,3,93,1227,0.07045454545454545
NOP,37.8125,44.1875,0.015625,0.015625,0.015625,0.125,0.25,2024-11-04,3,93,1227,0.07045454545454545
WAS,28.96875,53.03125,0.015625,0.015625,0.015625,0.046875,0.09375,2024-11-04,3,93,1227,0.07045454545454545
MIA,42.890625,39.109375,0.0,0.046875,0.09375,0.28125,0.78125,2024-11-04,3,93,1227,0.07045454545454545
SAS,41.375,40.625,0.0,0.015625,0.109375,0.265625,0.546875,2024-11-04,3,93,1227,0.07045454545454545
LAL,43.40625,38.59375,0.0,0.015625,0.078125,0.265625,0.515625,2024-11-04,3,93,1227,0.07045454545454545
ATL,37.078125,44.921875,0.0,0.015625,0.0625,0.171875,0.421875,2024-11-04,3,93,1227,0.07045454545454545
TOR,30.640625,51.359375,0.0,0.015625,0.015625,0.03125,0.1875,2024-11-04,3,93,1227,0.07045454545454545
DET,32.5625,49.4375,0.0,0.0,0.03125,0.03125,0.21875,2024-11-04,3,93,1227,0.07045454545454545
LAC,37.96875,44.03125,0.0,0.0,0.015625,0.078125,0.28125,2024-11-04,3,93,1227,0.07045454545454545
POR,27.6875,54.3125,0.0,0.0,0.015625,0.03125,0.046875,2024-11-04,3,93,1227,0.07045454545454545
CHO,31.6875,50.3125,0.0,0.0,0.015625,0.015625,0.15625,2024-11-04,3,93,1227,0.07045454545454545
UTA,26.3125,55.6875,0.0,0.0,0.0,0.0,0.0,2024-11-04,3,93,1227,0.07045454545454545
BOS,58.265625,23.734375,0.171875,0.28125,0.453125,0.703125,1.0,2024-11-11,4,151,1169,0.1143939393939394
DAL,46.953125,35.046875,0.109375,0.171875,0.375,0.515625,0.78125,2024-11-11,4,151,1169,0.1143939393939394
OKC,57.546875,24.453125,0.078125,0.1875,0.3125,0.578125,1.0,2024-11-11,4,151,1169,0.1143939393939394
NYK,48.078125,33.921875,0.078125,0.125,0.203125,0.5,0.9375,2024-11-11,4,151,1169,0.1143939393939394
GSW,48.859375,33.140625,0.078125,0.109375,0.15625,0.375,0.75,2024-11-11,4,151,1169,0.1143939393939394
SAC,44.65625,37.34375,0.0625,0.109375,0.1875,0.390625,0.671875,2024-11-11,4,151,1169,0.1143939393939394
PHO,47.65625,34.34375,0.0625,0.09375,0.171875,0.34375,0.8125,2024-11-11,4,151,1169,0.1143939393939394
CLE,55.15625,26.84375,0.046875,0.125,0.34375,0.59375,1.0,2024-11-11,4,151,1169,0.1143939393939394
MEM,46.078125,35.921875,0.046875,0.078125,0.109375,0.359375,0.71875,2024-11-11,4,151,1169,0.1143939393939394
MIL,41.890625,40.109375,0.03125,0.125,0.21875,0.359375,0.78125,2024-11-11,4,151,1169,0.1143939393939394
IND,42.84375,39.15625,0.03125,0.109375,0.234375,0.4375,0.84375,2024-11-11,4,151,1169,0.1143939393939394
ORL,43.9375,38.0625,0.03125,0.09375,0.21875,0.46875,0.78125,2024-11-11,4,151,1169,0.1143939393939394
LAL,42.484375,39.515625,0.03125,0.0625,0.203125,0.234375,0.46875,2024-11-11,4,151,1169,0.1143939393939394
MIN,47.25,34.75,0.03125,0.046875,0.109375,0.34375,0.765625,2024-11-11,4,151,1169,0.1143939393939394
HOU,44.65625,37.34375,0.015625,0.046875,0.125,0.296875,0.53125,2024-11-11,4,151,1169,0.1143939393939394
PHI,37.65625,44.34375,0.015625,0.046875,0.125,0.234375,0.46875,2024-11-11,4,151,1169,0.1143939393939394
MIA,42.421875,39.578125,0.015625,0.03125,0.078125,0.3125,0.828125,2024-11-11,4,151,1169,0.1143939393939394
ATL,33.46875,48.53125,0.015625,0.015625,0.046875,0.125,0.328125,2024-11-11,4,151,1169,0.1143939393939394
SAS,39.140625,42.859375,0.015625,0.015625,0.046875,0.09375,0.234375,2024-11-11,4,151,1169,0.1143939393939394
CHI,33.796875,48.203125,0.015625,0.015625,0.03125,0.0625,0.296875,2024-11-11,4,151,1169,0.1143939393939394
TOR,27.1875,54.8125,0.015625,0.015625,0.015625,0.015625,0.078125,2024-11-11,4,151,1169,0.1143939393939394
DEN,47.453125,34.546875,0.0,0.03125,0.140625,0.328125,0.796875,2024-11-11,4,151,1169,0.1143939393939394
NOP,35.671875,46.328125,0.0,0.03125,0.03125,0.03125,0.109375,2024-11-11,4,151,1169,0.1143939393939394
LAC,40.34375,41.65625,0.0,0.015625,0.03125,0.109375,0.34375,2024-11-11,4,151,1169,0.1143939393939394
BRK,31.890625,50.109375,0.0,0.015625,0.015625,0.046875,0.21875,2024-11-11,4,151,1169,0.1143939393939394
CHO,31.875,50.125,0.0,0.0,0.015625,0.09375,0.15625,2024-11-11,4,151,1169,0.1143939393939394
DET,33.859375,48.140625,0.0,0.0,0.0,0.046875,0.25,2024-11-11,4,151,1169,0.1143939393939394
WAS,25.125,56.875,0.0,0.0,0.0,0.0,0.03125,2024-11-11,4,151,1169,0.1143939393939394
UTA,26.5625,55.4375,0.0,0.0,0.0,0.0,0.015625,2024-11-11,4,151,1169,0.1143939393939394
POR,27.234375,54.765625,0.0,0.0,0.0,0.0,0.0,2024-11-11,4,151,1169,0.1143939393939394
BOS,57.890625,24.109375,0.28125,0.359375,0.546875,0.734375,1.0,2024-11-18,5,203,1117,0.15378787878787878
CLE,55.453125,26.546875,0.109375,0.1875,0.34375,0.5625,0.96875,2024-11-18,5,203,1117,0.15378787878787878
GSW,51.4375,30.5625,0.09375,0.125,0.234375,0.390625,0.90625,2024-11-18,5,203,1117,0.15378787878787878
DAL,47.734375,34.265625,0.0625,0.171875,0.3125,0.578125,0.890625,2024-11-18,5,203,1117,0.15378787878787878
OKC,56.609375,25.390625,0.0625,0.140625,0.28125,0.609375,1.0,2024-11-18,5,203,1117,0.15378787878787878
PHO,45.171875,36.828125,0.046875,0.109375,0.15625,0.3125,0.609375,2024-11-18,5,203,1117,0.15378787878787878
MIN,46.125,35.875,0.046875,0.078125,0.25,0.46875,0.71875,2024-11-18,5,203,1117,0.15378787878787878
IND,42.4375,39.5625,0.046875,0.078125,0.203125,0.40625,0.765625,2024-11-18,5,203,1117,0.15378787878787878
ORL,48.078125,33.921875,0.046875,0.078125,0.171875,0.484375,0.96875,2024-11-18,5,203,1117,0.15378787878787878
NYK,47.28125,34.71875,0.046875,0.046875,0.265625,0.5625,0.96875,2024-11-18,5,203,1117,0.15378787878787878
MIL,42.515625,39.484375,0.03125,0.109375,0.203125,0.46875,0.84375,2024-11-18,5,203,1117,0.15378787878787878
HOU,48.109375,33.890625,0.03125,0.109375,0.1875,0.375,0.765625,2024-11-18,5,203,1117,0.15378787878787878
LAC,40.90625,41.09375,0.03125,0.046875,0.09375,0.15625,0.359375,2024-11-18,5,203,1117,0.15378787878787878
MIA,40.578125,41.421875,0.015625,0.09375,0.09375,0.1875,0.71875,2024-11-18,5,203,1117,0.15378787878787878
SAC,43.828125,38.171875,0.015625,0.046875,0.09375,0.28125,0.53125,2024-11-18,5,203,1117,0.15378787878787878
SAS,37.578125,44.421875,0.015625,0.03125,0.046875,0.0625,0.1875,2024-11-18,5,203,1117,0.15378787878787878
DET,35.390625,46.609375,0.015625,0.015625,0.03125,0.15625,0.34375,2024-11-18,5,203,1117,0.15378787878787878
DEN,42.875,39.125,0.0,0.0625,0.0625,0.203125,0.546875,2024-11-18,5,203,1117,0.15378787878787878
MEM,45.0,37.0,0.0,0.03125,0.15625,0.265625,0.65625,2024-11-18,5,203,1117,0.15378787878787878
LAL,44.671875,37.328125,0.0,0.03125,0.078125,0.1875,0.625,2024-11-18,5,203,1117,0.15378787878787878
ATL,33.6875,48.3125,0.0,0.015625,0.046875,0.09375,0.28125,2024-11-18,5,203,1117,0.15378787878787878
NOP,34.328125,47.671875,0.0,0.015625,0.03125,0.0625,0.125,2024-11-18,5,203,1117,0.15378787878787878
CHI,34.375,47.625,0.0,0.015625,0.015625,0.046875,0.25,2024-11-18,5,203,1117,0.15378787878787878
PHI,35.65625,46.34375,0.0,0.0,0.078125,0.203125,0.4375,2024-11-18,5,203,1117,0.15378787878787878
UTA,25.953125,56.046875,0.0,0.0,0.015625,0.015625,0.015625,2024-11-18,5,203,1117,0.15378787878787878
BRK,32.09375,49.90625,0.0,0.0,0.0,0.046875,0.1875,2024-11-18,5,203,1117,0.15378787878787878
CHO,32.65625,49.34375,0.0,0.0,0.0,0.03125,0.21875,2024-11-18,5,203,1117,0.15378787878787878
POR,31.21875,50.78125,0.0,0.0,0.0,0.03125,0.0625,2024-11-18,5,203,1117,0.15378787878787878
WAS,23.578125,58.421875,0.0,0.0,0.0,0.015625,0.03125,2024-11-18,5,203,1117,0.15378787878787878
TOR,26.78125,55.21875,0.0,0.0,0.0,0.0,0.015625,2024-11-18,5,203,1117,0.15378787878787878
BOS,58.734375,23.265625,0.296875,0.421875,0.484375,0.734375,1.0,2024-11-25,6,250,1070,0.1893939393939394
OKC,56.21875,25.78125,0.203125,0.328125,0.390625,0.5625,1.0,2024-11-25,6,250,1070,0.1893939393939394
NYK,47.40625,34.59375,0.078125,0.125,0.25,0.4375,0.921875,2024-11-25,6,250,1070,0.1893939393939394
MIA,42.734375,39.265625,0.0625,0.109375,0.15625,0.359375,0.84375,2024-11-25,6,250,1070,0.1893939393939394
DAL,46.984375,35.015625,0.0625,0.078125,0.21875,0.484375,0.75,2024-11-25,6,250,1070,0.1893939393939394
CLE,55.828125,26.171875,0.046875,0.109375,0.3125,0.625,1.0,2024-11-25,6,250,1070,0.1893939393939394
MIL,44.703125,37.296875,0.046875,0.09375,0.21875,0.453125,0.875,2024-11-25,6,250,1070,0.1893939393939394
GSW,50.40625,31.59375,0.03125,0.09375,0.203125,0.4375,0.890625,2024-11-25,6,250,1070,0.1893939393939394
SAC,41.421875,40.578125,0.03125,0.0625,0.109375,0.25,0.453125,2024-11-25,6,250,1070,0.1893939393939394
LAL,41.234375,40.765625,0.03125,0.03125,0.09375,0.21875,0.453125,2024-11-25,6,250,1070,0.1893939393939394
DEN,47.0625,34.9375,0.015625,0.0625,0.203125,0.375,0.78125,2024-11-25,6,250,1070,0.1893939393939394
IND,41.453125,40.546875,0.015625,0.046875,0.15625,0.40625,0.765625,2024-11-25,6,250,1070,0.1893939393939394
MEM,45.203125,36.796875,0.015625,0.046875,0.140625,0.296875,0.703125,2024-11-25,6,250,1070,0.1893939393939394
HOU,47.609375,34.390625,0.015625,0.046875,0.125,0.265625,0.734375,2024-11-25,6,250,1070,0.1893939393939394
ORL,46.421875,35.578125,0.015625,0.03125,0.109375,0.3125,0.890625,2024-11-25,6,250,1070,0.1893939393939394
ATL,34.046875,47.953125,0.015625,0.015625,0.046875,0.109375,0.34375,2024-11-25,6,250,1070,0.1893939393939394
POR,32.875,49.125,0.015625,0.015625,0.015625,0.015625,0.046875,2024-11-25,6,250,1070,0.1893939393939394
MIN,45.34375,36.65625,0.0,0.109375,0.1875,0.375,0.671875,2024-11-25,6,250,1070,0.1893939393939394
PHO,44.6875,37.3125,0.0,0.0625,0.171875,0.359375,0.625,2024-11-25,6,250,1070,0.1893939393939394
LAC,43.890625,38.109375,0.0,0.046875,0.09375,0.203125,0.546875,2024-11-25,6,250,1070,0.1893939393939394
PHI,34.75,47.25,0.0,0.015625,0.109375,0.234375,0.375,2024-11-25,6,250,1070,0.1893939393939394
SAS,40.703125,41.296875,0.0,0.015625,0.03125,0.125,0.28125,2024-11-25,6,250,1070,0.1893939393939394
CHO,32.140625,49.859375,0.0,0.015625,0.015625,0.046875,0.21875,2024-11-25,6,250,1070,0.1893939393939394
WAS,23.1875,58.8125,0.0,0.015625,0.015625,0.015625,0.015625,2024-11-25,6,250,1070,0.1893939393939394
CHI,35.46875,46.53125,0.0,0.0,0.0625,0.140625,0.3125,2024-11-25,6,250,1070,0.1893939393939394
BRK,30.53125,51.46875,0.0,0.0,0.03125,0.0625,0.078125,2024-11-25,6,250,1070,0.1893939393939394
TOR,29.28125,52.71875,0.0,0.0,0.03125,0.046875,0.140625,2024-11-25,6,250,1070,0.1893939393939394
NOP,30.8125,51.1875,0.0,0.0,0.015625,0.03125,0.046875,2024-11-25,6,250,1070,0.1893939393939394
DET,31.625,50.375,0.0,0.0,0.0,0.015625,0.21875,2024-11-25,6,250,1070,0.1893939393939394
UTA,27.234375,54.765625,0.0,0.0,0.0,0.0,0.015625,2024-11-25,6,250,1070,0.1893939393939394
BOS,58.140625,23.859375,0.203125,0.28125,0.46875,0.6875,1.0,2024-12-02,7,303,1017,0.22954545454545455
NYK,49.328125,32.671875,0.109375,0.203125,0.34375,0.546875,0.96875,2024-12-02,7,303,1017,0.22954545454545455
CLE,53.96875,28.03125,0.109375,0.15625,0.328125,0.65625,1.0,2024-12-02,7,303,1017,0.22954545454545455
OKC,57.0,25.0,0.078125,0.234375,0.390625,0.59375,0.984375,2024-12-02,7,303,1017,0.22954545454545455
DAL,50.796875,31.203125,0.0625,0.15625,0.359375,0.59375,0.890625,2024-12-02,7,303,1017,0.22954545454545455
ORL,50.9375,31.0625,0.0625,0.125,0.234375,0.59375,0.96875,2024-12-02,7,303,1017,0.22954545454545455
MEM,46.109375,35.890625,0.046875,0.09375,0.15625,0.296875,0.703125,2024-12-02,7,303,1017,0.22954545454545455
DEN,47.25,34.75,0.046875,0.0625,0.1875,0.359375,0.828125,2024-12-02,7,303,1017,0.22954545454545455
MIN,43.734375,38.265625,0.046875,0.0625,0.125,0.265625,0.609375,2024-12-02,7,303,1017,0.22954545454545455
PHO,44.265625,37.734375,0.03125,0.15625,0.203125,0.390625,0.546875,2024-12-02,7,303,1017,0.22954545454545455
MIL,44.828125,37.171875,0.03125,0.078125,0.1875,0.453125,0.921875,2024-12-02,7,303,1017,0.22954545454545455
GSW,47.28125,34.71875,0.03125,0.046875,0.125,0.359375,0.75,2024-12-02,7,303,1017,0.22954545454545455
IND,38.921875,43.078125,0.03125,0.046875,0.09375,0.25,0.59375,2024-12-02,7,303,1017,0.22954545454545455
SAC,41.0,41.0,0.03125,0.03125,0.09375,0.171875,0.375,2024-12-02,7,303,1017,0.22954545454545455
LAL,42.359375,39.640625,0.015625,0.0625,0.078125,0.171875,0.453125,2024-12-02,7,303,1017,0.22954545454545455
HOU,49.0,33.0,0.015625,0.046875,0.09375,0.359375,0.8125,2024-12-02,7,303,1017,0.22954545454545455
SAS,41.984375,40.015625,0.015625,0.03125,0.140625,0.28125,0.5,2024-12-02,7,303,1017,0.22954545454545455
ATL,38.390625,43.609375,0.015625,0.015625,0.03125,0.203125,0.609375,2024-12-02,7,303,1017,0.22954545454545455
NOP,27.6875,54.3125,0.015625,0.015625,0.015625,0.015625,0.015625,2024-12-02,7,303,1017,0.22954545454545455
MIA,42.71875,39.28125,0.0,0.046875,0.109375,0.265625,0.796875,2024-12-02,7,303,1017,0.22954545454545455
PHI,34.484375,47.515625,0.0,0.03125,0.109375,0.125,0.328125,2024-12-02,7,303,1017,0.22954545454545455
BRK,32.9375,49.0625,0.0,0.015625,0.015625,0.0625,0.1875,2024-12-02,7,303,1017,0.22954545454545455
LAC,43.40625,38.59375,0.0,0.0,0.03125,0.140625,0.53125,2024-12-02,7,303,1017,0.22954545454545455
CHI,34.15625,47.84375,0.0,0.0,0.03125,0.078125,0.328125,2024-12-02,7,303,1017,0.22954545454545455
CHO,29.6875,52.3125,0.0,0.0,0.03125,0.03125,0.0625,2024-12-02,7,303,1017,0.22954545454545455
DET,31.609375,50.390625,0.0,0.0,0.015625,0.03125,0.125,2024-12-02,7,303,1017,0.22954545454545455
TOR,28.875,53.125,0.0,0.0,0.0,0.015625,0.109375,2024-12-02,7,303,1017,0.22954545454545455
POR,30.484375,51.515625,0.0,0.0,0.0,0.0,0.0,2024-12-02,7,303,1017,0.22954545454545455
UTA,26.171875,55.828125,0.0,0.0,0.0,0.0,0.0,2024-12-02,7,303,1017,0.22954545454545455
WAS,22.484375,59.515625,0.0,0.0,0.0,0.0,0.0,2024-12-02,7,303,1017,0.22954545454545455
BOS,58.59375,23.40625,0.296875,0.390625,0.484375,0.734375,1.0,2024-12-09,8,358,962,0.27121212121212124
OKC,57.75,24.25,0.171875,0.296875,0.453125,0.71875,1.0,2024-12-09,8,358,962,0.27121212121212124
DAL,51.171875,30.828125,0.078125,0.140625,0.359375,0.671875,0.9375,2024-12-09,8,358,962,0.27121212121212124
NYK,49.03125,32.96875,0.0625,0.09375,0.21875,0.4375,0.96875,2024-12-09,8,358,962,0.27121212121212124
MIN,45.65625,36.34375,0.0625,0.09375,0.140625,0.359375,0.765625,2024-12-09,8,358,962,0.27121212121212124
MIL,44.21875,37.78125,0.046875,0.078125,0.21875,0.515625,0.921875,2024-12-09,8,358,962,0.27121212121212124
MEM,49.0625,32.9375,0.03125,0.09375,0.265625,0.4375,0.84375,2024-12-09,8,358,962,0.27121212121212124
MIA,44.765625,37.234375,0.03125,0.078125,0.15625,0.421875,0.890625,2024-12-09,8,358,962,0.27121212121212124
HOU,47.96875,34.03125,0.03125,0.078125,0.109375,0.34375,0.78125,2024-12-09,8,358,962,0.27121212121212124
ATL,39.03125,42.96875,0.03125,0.0625,0.140625,0.21875,0.5,2024-12-09,8,358,962,0.27121212121212124
PHO,43.078125,38.921875,0.03125,0.0625,0.09375,0.25,0.5625,2024-12-09,8,358,962,0.27121212121212124
GSW,46.828125,35.171875,0.015625,0.078125,0.234375,0.359375,0.78125,2024-12-09,8,358,962,0.27121212121212124
CLE,54.140625,27.859375,0.015625,0.078125,0.21875,0.46875,1.0,2024-12-09,8,358,962,0.27121212121212124
PHI,37.84375,44.15625,0.015625,0.078125,0.140625,0.328125,0.59375,2024-12-09,8,358,962,0.27121212121212124
SAC,43.4375,38.5625,0.015625,0.0625,0.109375,0.234375,0.5625,2024-12-09,8,358,962,0.27121212121212124
LAL,39.4375,42.5625,0.015625,0.046875,0.078125,0.171875,0.34375,2024-12-09,8,358,962,0.27121212121212124
DEN,47.15625,34.84375,0.015625,0.03125,0.0625,0.234375,0.78125,2024-12-09,8,358,962,0.27121212121212124
LAC,43.53125,38.46875,0.015625,0.015625,0.09375,0.171875,0.46875,2024-12-09,8,358,962,0.27121212121212124
BRK,32.265625,49.734375,0.015625,0.015625,0.046875,0.078125,0.15625,2024-12-09,8,358,962,0.27121212121212124
IND,36.3125,45.6875,0.0,0.046875,0.09375,0.140625,0.359375,2024-12-09,8,358,962,0.27121212121212124
ORL,49.140625,32.859375,0.0,0.03125,0.1875,0.46875,1.0,2024-12-09,8,358,962,0.27121212121212124
CHI,35.515625,46.484375,0.0,0.03125,0.046875,0.109375,0.3125,2024-12-09,8,358,962,0.27121212121212124
DET,34.234375,47.765625,0.0,0.015625,0.015625,0.046875,0.171875,2024-12-09,8,358,962,0.27121212121212124
TOR,29.625,52.375,0.0,0.0,0.03125,0.03125,0.0625,2024-12-09,8,358,962,0.27121212121212124
SAS,38.140625,43.859375,0.0,0.0,0.0,0.046875,0.171875,2024-12-09,8,358,962,0.27121212121212124
CHO,29.125,52.875,0.0,0.0,0.0,0.0,0.046875,2024-12-09,8,358,962,0.27121212121212124
WAS,22.515625,59.484375,0.0,0.0,0.0,0.0,0.015625,2024-12-09,8,358,962,0.27121212121212124
NOP,28.09375,53.90625,0.0,0.0,0.0,0.0,0.0,2024-12-09,8,358,962,0.27121212121212124
POR,26.71875,55.28125,0.0,0.0,0.0,0.0,0.0,2024-12-09,8,358,962,0.27121212121212124
UTA,25.609375,56.390625,0.0,0.0,0.0,0.0,0.0,2024-12-09,8,358,962,0.27121212121212124
BOS,58.84375,23.15625,0.21875,0.359375,0.46875,0.71875,1.0,2024-12-16,9,383,937,0.29015151515151516
OKC,58.953125,23.046875,0.125,0.234375,0.40625,0.6875,1.0,2024-12-16,9,383,937,0.29015151515151516
MIN,47.71875,34.28125,0.109375,0.140625,0.234375,0.546875,0.890625,2024-12-16,9,383,937,0.29015151515151516
CLE,55.265625,26.734375,0.078125,0.125,0.265625,0.578125,1.0,2024-12-16,9,383,937,0.29015151515151516
DAL,52.03125,29.96875,0.0625,0.15625,0.359375,0.546875,0.984375,2024-12-16,9,383,937,0.29015151515151516
DEN,46.34375,35.65625,0.0625,0.140625,0.1875,0.234375,0.765625,2024-12-16,9,383,937,0.29015151515151516
PHO,43.78125,38.21875,0.0625,0.078125,0.140625,0.265625,0.53125,2024-12-16,9,383,937,0.29015151515151516
NYK,49.609375,32.390625,0.046875,0.1875,0.28125,0.578125,0.984375,2024-12-16,9,383,937,0.29015151515151516
MIL,46.734375,35.265625,0.046875,0.125,0.234375,0.53125,0.890625,2024-12-16,9,383,937,0.29015151515151516
SAC,43.15625,38.84375,0.046875,0.078125,0.109375,0.3125,0.5625,2024-12-16,9,383,937,0.29015151515151516
PHI,36.6875,45.3125,0.046875,0.078125,0.109375,0.203125,0.453125,2024-12-16,9,383,937,0.29015151515151516
MIA,43.171875,38.828125,0.03125,0.0625,0.21875,0.328125,0.765625,2024-12-16,9,383,937,0.29015151515151516
HOU,48.40625,33.59375,0.015625,0.078125,0.171875,0.375,0.796875,2024-12-16,9,383,937,0.29015151515151516
MEM,49.15625,32.84375,0.015625,0.03125,0.140625,0.390625,0.84375,2024-12-16,9,383,937,0.29015151515151516
IND,38.1875,43.8125,0.015625,0.03125,0.0625,0.25,0.515625,2024-12-16,9,383,937,0.29015151515151516
LAL,40.515625,41.484375,0.015625,0.015625,0.0625,0.125,0.328125,2024-12-16,9,383,937,0.29015151515151516
GSW,45.3125,36.6875,0.0,0.03125,0.09375,0.328125,0.671875,2024-12-16,9,383,937,0.29015151515151516
ORL,46.984375,35.015625,0.0,0.015625,0.1875,0.375,0.9375,2024-12-16,9,383,937,0.29015151515151516
CHI,36.578125,45.421875,0.0,0.015625,0.046875,0.109375,0.4375,2024-12-16,9,383,937,0.29015151515151516
SAS,37.734375,44.265625,0.0,0.015625,0.03125,0.03125,0.203125,2024-12-16,9,383,937,0.29015151515151516
